# #x[m], y[m], z[m], pressure[Pa], gas saturation[-], mass fraction of CO2 in liquid[-], mass fraction of H2O in vapor[-], phase mass density gas[kg/m3], phase mass density water [kg/m3], total mass CO2[kg]
# 
3.500e+01, 5.000e-01, -1.185e+03, 4.823e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.973e+02, 9.992e+02, 3.358e-08
3.500e+01, 5.000e-01, -1.155e+03, 4.803e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.973e+02, 9.993e+02, 3.358e-08
3.500e+01, 5.000e-01, -1.125e+03, 4.790e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.977e+02, 9.994e+02, 3.358e-08
3.500e+01, 5.000e-01, -1.095e+03, 4.774e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.983e+02, 9.996e+02, 3.757e+01
3.500e+01, 5.000e-01, -1.065e+03, 4.745e+07, 0.000e+00, 1.002e-06, 0.000e+00, 8.992e+02, 9.999e+02, 3.758e+01
3.500e+01, 5.000e-01, -1.035e+03, 4.715e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.002e+02, 1.000e+03, 3.759e+01
3.500e+01, 5.000e-01, -1.005e+03, 4.686e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.012e+02, 1.000e+03, 3.760e+01
3.500e+01, 5.000e-01, -9.750e+02, 4.657e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.023e+02, 1.001e+03, 3.761e+01
3.500e+01, 5.000e-01, -9.450e+02, 4.627e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.035e+02, 1.001e+03, 3.762e+01
3.500e+01, 5.000e-01, -9.150e+02, 4.598e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.048e+02, 1.001e+03, 3.764e+01
3.500e+01, 5.000e-01, -8.850e+02, 4.582e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.072e+02, 1.002e+03, 4.629e-02
3.500e+01, 5.000e-01, -8.550e+02, 4.557e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.081e+02, 1.002e+03, 3.367e-02
3.500e+01, 5.000e-01, -8.250e+02, 4.527e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.086e+02, 1.002e+03, 3.368e-02
3.500e+01, 5.000e-01, -7.950e+02, 4.498e+07, 0.000e+00, 1.002e-06, 0.000e+00, 9.089e+02, 1.003e+03, 3.374e-02
3.500e+01, 5.000e-01, -7.650e+02, 4.468e+07, 0.000e+00, 3.364e-05, 0.000e+00, 9.090e+02, 1.003e+03, 1.133e+00
3.500e+01, 5.000e-01, -7.350e+02, 4.419e+07, 0.000e+00, 4.182e-02, 0.000e+00, 9.084e+02, 1.012e+03, 2.844e+03
3.500e+01, 5.000e-01, -7.050e+02, 4.389e+07, 0.000e+00, 3.421e-02, 0.000e+00, 9.091e+02, 1.010e+03, 2.323e+03
3.500e+01, 5.000e-01, -6.750e+02, 4.359e+07, 0.000e+00, 1.654e-02, 0.000e+00, 9.099e+02, 1.007e+03, 1.119e+03
3.500e+01, 5.000e-01, -6.450e+02, 4.330e+07, 0.000e+00, 3.706e-03, 0.000e+00, 9.111e+02, 1.004e+03, 2.501e+02
3.500e+01, 5.000e-01, -6.150e+02, 4.300e+07, 0.000e+00, 2.764e-04, 0.000e+00, 9.125e+02, 1.004e+03, 1.865e+01
3.500e+01, 5.000e-01, -5.850e+02, 4.271e+07, 0.000e+00, 7.640e-06, 0.000e+00, 9.139e+02, 1.004e+03, 5.154e-01
3.500e+01, 5.000e-01, -5.550e+02, 4.241e+07, 0.000e+00, 1.048e-06, 0.000e+00, 9.154e+02, 1.004e+03, 7.073e-02
3.500e+01, 5.000e-01, -5.250e+02, 4.212e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.170e+02, 1.005e+03, 6.752e-02
3.500e+01, 5.000e-01, -4.950e+02, 4.182e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.187e+02, 1.005e+03, 3.022e+01
3.500e+01, 5.000e-01, -4.650e+02, 4.152e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.195e+02, 1.005e+03, 3.778e+01
3.500e+01, 5.000e-01, -4.350e+02, 4.123e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.208e+02, 1.005e+03, 3.779e+01
3.500e+01, 5.000e-01, -4.050e+02, 4.093e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.222e+02, 1.006e+03, 3.780e+01
3.500e+01, 5.000e-01, -3.750e+02, 4.063e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.238e+02, 1.006e+03, 8.028e-02
3.500e+01, 5.000e-01, -3.450e+02, 4.034e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.254e+02, 1.006e+03, 6.762e-02
