# #x[m], y[m], z[m], pressure[Pa], gas saturation[-], mass fraction of CO2 in liquid[-], mass fraction of H2O in vapor[-], phase mass density gas[kg/m3], phase mass density water [kg/m3], total mass CO2[kg]
# 
3.500e+01, 5.000e-01, -1.185e+03, 3.657e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.367e+02, 9.940e+02, 3.340e-08
3.500e+01, 5.000e-01, -1.155e+03, 3.914e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.531e+02, 9.953e+02, 3.344e-08
3.500e+01, 5.000e-01, -1.125e+03, 4.413e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.802e+02, 9.977e+02, 3.353e-08
3.500e+01, 5.000e-01, -1.095e+03, 4.832e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.005e+02, 9.998e+02, 3.758e+01
3.500e+01, 5.000e-01, -1.065e+03, 4.803e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.012e+02, 1.000e+03, 3.759e+01
3.500e+01, 5.000e-01, -1.035e+03, 4.773e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.021e+02, 1.000e+03, 3.760e+01
3.500e+01, 5.000e-01, -1.005e+03, 4.744e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.033e+02, 1.001e+03, 3.761e+01
3.500e+01, 5.000e-01, -9.750e+02, 4.714e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.046e+02, 1.001e+03, 3.762e+01
3.500e+01, 5.000e-01, -9.450e+02, 4.685e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.060e+02, 1.001e+03, 3.763e+01
3.500e+01, 5.000e-01, -9.150e+02, 4.655e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.075e+02, 1.002e+03, 3.765e+01
3.500e+01, 5.000e-01, -8.850e+02, 4.640e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.106e+02, 1.002e+03, 4.631e-02
3.500e+01, 5.000e-01, -8.550e+02, 4.615e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.119e+02, 1.003e+03, 3.369e-02
3.500e+01, 5.000e-01, -8.250e+02, 4.586e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.126e+02, 1.003e+03, 3.370e-02
3.500e+01, 5.000e-01, -7.950e+02, 4.556e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.130e+02, 1.003e+03, 3.371e-02
3.500e+01, 5.000e-01, -7.650e+02, 4.526e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.133e+02, 1.003e+03, 3.371e-02
3.500e+01, 5.000e-01, -7.350e+02, 4.477e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.127e+02, 1.003e+03, 6.742e-02
3.500e+01, 5.000e-01, -7.050e+02, 4.448e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.135e+02, 1.003e+03, 6.744e-02
3.500e+01, 5.000e-01, -6.750e+02, 4.418e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.144e+02, 1.004e+03, 6.745e-02
3.500e+01, 5.000e-01, -6.450e+02, 4.389e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.153e+02, 1.004e+03, 6.746e-02
3.500e+01, 5.000e-01, -6.150e+02, 4.359e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.163e+02, 1.004e+03, 6.748e-02
3.500e+01, 5.000e-01, -5.850e+02, 4.330e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.173e+02, 1.004e+03, 6.749e-02
3.500e+01, 5.000e-01, -5.550e+02, 4.300e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.185e+02, 1.005e+03, 6.751e-02
3.500e+01, 5.000e-01, -5.250e+02, 4.271e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.198e+02, 1.005e+03, 6.753e-02
3.500e+01, 5.000e-01, -4.950e+02, 4.241e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.213e+02, 1.005e+03, 3.023e+01
3.500e+01, 5.000e-01, -4.650e+02, 4.211e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.222e+02, 1.005e+03, 3.778e+01
3.500e+01, 5.000e-01, -4.350e+02, 4.182e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.235e+02, 1.006e+03, 3.780e+01
3.500e+01, 5.000e-01, -4.050e+02, 4.152e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.249e+02, 1.006e+03, 3.781e+01
3.500e+01, 5.000e-01, -3.750e+02, 4.122e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.266e+02, 1.006e+03, 8.030e-02
3.500e+01, 5.000e-01, -3.450e+02, 4.093e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.282e+02, 1.007e+03, 6.764e-02
3.500e+01, 5.000e-01, -3.150e+02, 4.063e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.293e+02, 1.007e+03, 6.765e-02
3.500e+01, 5.000e-01, -2.850e+02, 4.034e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.302e+02, 1.007e+03, 6.766e-02
3.500e+01, 5.000e-01, -2.550e+02, 4.004e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.313e+02, 1.007e+03, 6.767e-02
3.500e+01, 5.000e-01, -2.250e+02, 3.975e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.325e+02, 1.007e+03, 6.769e-02
3.500e+01, 5.000e-01, -1.950e+02, 3.945e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.340e+02, 1.007e+03, 3.029e+01
3.500e+01, 5.000e-01, -1.650e+02, 3.916e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.358e+02, 1.008e+03, 3.029e+01
3.500e+01, 5.000e-01, -1.350e+02, 3.904e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.389e+02, 1.008e+03, 3.387e-02
3.500e+01, 5.000e-01, -1.050e+02, 3.875e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.407e+02, 1.008e+03, 3.388e-02
3.500e+01, 5.000e-01, -7.500e+01, 3.845e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.426e+02, 1.009e+03, 3.389e-02
3.500e+01, 5.000e-01, -4.500e+01, 3.815e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.444e+02, 1.009e+03, 3.390e-02
3.500e+01, 5.000e-01, -1.500e+01, 3.786e+07, 0.000e+00, 1.000e-06, 0.000e+00, 9.464e+02, 1.009e+03, 3.391e-02
1.050e+02, 5.000e-01, -1.185e+03, 3.631e+07, 0.000e+00, 1.000e-06, 0.000e+00, 8.350e+02, 9.939e+02, 3.340e-08
